maskedcardno,cardno,blp_cardno
JJ<(XJJJXPJP<0'C,1168011105156247,1168 0111 0515 6247
JJ<(XJJX(<P0'X<<,1168011086524066,1168 0110 8652 4066
JJ<(XJJXVV0<J(V<,1168011099261896,1168 0110 9926 1896
JJ<(XJJX'<00C'VP,1168011046227495,1168 0110 4622 7495
JJ<(XJJXCP<0V<JJ,1168011075629611,1168 0110 7562 9611
JJ<(XJJJJVPCVJ$C,1168011119579137,1168 0111 1957 9137
JJ<(XJJJX0PVX0C$,1168011102590273,1168 0111 0259 0273
JJ<(XJJXVV(V$0XJ,1168011099893201,1168 0110 9989 3201
JJ<(XJJX<'C((X$X,1168011064788030,1168 0110 6478 8030
JJ<(XJJJ00(0'CV$,1168011122824793,1168 0111 2282 4793
JJ<(XJJXV$PV'J'',1168011093594144,1168 0110 9359 4144
JJ<(XJJXVXPV'P(',1168011090594584,1168 0110 9059 4584
JJ<(XJJXPPP'XC$V,1168011055540739,1168 0110 5554 0739
JJ<(XJJJJ<(P$'V$,1168011116853493,1168 0111 1685 3493
JJ<(XJJJJ'0<0(CV,1168011114262879,1168 0111 1426 2879
JJ<(XJJJJXPC0VXV,1168011110572909,1168 0111 1057 2909
JJ<(XJJJ0(X(J<0X,1168011128081620,1168 0111 2808 1620
JJ<(XJJJ00(V<PPJ,1168011122896551,1168 0111 2289 6551
JJ<(XJJX<(J0'VJV,1168011068124919,1168 0110 6812 4919
JJ<(XJJX(<0((<0J,1168011086288621,1168 0110 8628 8621
JJ<(XJJJJ$0$''J<,1168011113234416,1168 0111 1323 4416
JJ<(XJJJJ'CCVJP$,1168011114779153,1168 0111 1477 9153
JJ<(XJJXV<VP''0(,1168011096954428,1168 0110 9695 4428
JJ<(XJJXV$VCX<'J,1168011093970641,1168 0110 9397 0641
JJ<(XJJJXP<XCV($,1168011105607983,1168 0111 0560 7983
JJ<(XJJJJ<'V''$V,1168011116494439,1168 0111 1649 4439
JJ<(XJJX<CJVC<<(,1168011067197668,1168 0110 6719 7668
JJ<(XJJJXCCPJCX<,1168011107751706,1168 0111 0775 1706
JJ<(XJJJ0(<J(0(X,1168011128618280,1168 0111 2861 8280
JJ<(XJJJ$J<<0<'(,1168011131662648,1168 0111 3166 2648
JJ<(XJJXP($<CP<V,1168011058367569,1168 0110 5836 7569
JJ<(XJJX0$($<J(P,1168011023836185,1168 0110 2383 6185
JJ<(XJJX<JC$('J(,1168011061738418,1168 0110 6173 8418
JJ<(XJJXVVPC<C'V,1168011099576749,1168 0110 9957 6749
JJ<(XJJJX0(0PC0V,1168011102825729,1168 0111 0282 5729
JJ<(XJJJXPV$VPPX,1168011105939550,1168 0111 0593 9550
JJ<(XJJXP(V('<JJ,1168011058984611,1168 0110 5898 4611
JJ<(XJJJX0(0V$C',1168011102829374,1168 0111 0282 9374
JJ<(XJJJ0PP'(C<J,1168011125548761,1168 0111 2554 8761
JJ<(XJJJXCPP$(((,1168011107553888,1168 0111 0755 3888
JJ<(XJJJX00X0XPJ,1168011102202051,1168 0111 0220 2051
JJ<(XJJJJXX'X$<X,1168011110040360,1168 0111 1004 0360
JJ<(XJJXPPPCPJJP,1168011055575115,1168 0110 5557 5115
JJ<(XJJJJ<$$XXCX,1168011116330070,1168 0111 1633 0070
JJ<(XJJJJ<'VV'0X,1168011116499420,1168 0111 1649 9420
JJ<(XJJX<JJVJ'X0,1168011061191402,1168 0110 6119 1402
JJ<(XJJXP(CJC0V0,1168011058717292,1168 0110 5871 7292
JJ<(XJJX('CP$V(X,1168011084753980,1168 0110 8475 3980
JJ<(XJJX<'<<(P((,1168011064668588,1168 0110 6466 8588
JJ<(XJJXV<CX0(V0,1168011096702892,1168 0110 9670 2892
JJ<(XJJJJ$$C(((0,1168011113378882,1168 0111 1337 8882
JJ<(XJJJJ<PPCVCV,1168011116557979,1168 0111 1655 7979
JJ<(XJJXVV$JC<XC,1168011099317607,1168 0110 9931 7607
JJ<(XJJJJX$XJX<V,1168011110301069,1168 0111 1030 1069
JJ<(XJJJJV0JJ<VV,1168011119211699,1168 0111 1921 1699
JJ<(XJJJ$JJCP$CC,1168011131175377,1168 0111 3117 5377
JJ<(XJJX<'(CJJVX,1168011064871190,1168 0110 6487 1190
JJ<(XJJJJ<(CC'XJ,1168011116877401,1168 0111 1687 7401
JJ<(XJJX<PJCP<XV,1168011065175609,1168 0110 6517 5609
JJ<(XJJX<'(VVXPX,1168011064899050,1168 0110 6489 9050
JJ<(XJJX'X0XV<CJ,1168011040209671,1168 0110 4020 9671
JJ<(XJJJJ<PJJ$0$,1168011116511323,1168 0111 1651 1323
JJ<(XJJJJJCV(<JX,1168011111798610,1168 0111 1179 8610
JJ<(XJJJ0P('CXP<,1168011125847056,1168 0111 2584 7056
JJ<(XJJXC(J0VXJP,1168011078129015,1168 0110 7812 9015
JJ<(XJJJX(XJ00JP,1168011108012215,1168 0111 0801 2215
JJ<(XJJX<'0V$$VP,1168011064293395,1168 0110 6429 3395
JJ<(XJJX<<VXC'00,1168011066907422,1168 0110 6690 7422
JJ<(XJJX('(0X<$J,1168011084820631,1168 0110 8482 0631
JJ<(XJJJX0'VVX<J,1168011102499061,1168 0111 0249 9061
JJ<(XJJX<CPVJ'$J,1168011067591431,1168 0110 6759 1431
JJ<(XJJXPX'0P(P0,1168011050425852,1168 0110 5042 5852
JJ<(XJJJXJ<C(V'C,1168011101678947,1168 0111 0167 8947
JJ<(XJJJ0X'XXP((,1168011120400588,1168 0111 2040 0588
JJ<(XJJJXCJP$CV<,1168011107153796,1168 0111 0715 3796
JJ<(XJJJJ<(XP0$(,1168011116805238,1168 0111 1680 5238
JJ<(XJJJXCJP$XJX,1168011107153010,1168 0111 0715 3010
JJ<(XJJX'X(XJ'0(,1168011040801428,1168 0110 4080 1428
JJ<(XJJJXP<'00'<,1168011105642246,1168 0111 0564 2246
JJ<(XJJJXP$XV00<,1168011105309226,1168 0111 0530 9226
JJ<(XJJX<JJ'<$XC,1168011061146307,1168 0110 6114 6307
JJ<(XJJJX'PJ'$((,1168011104514388,1168 0111 0451 4388
JJ<(XJJX$<JX<0CV,1168011036106279,1168 0110 3610 6279
JJ<(XJJX0$0X0<<V,1168011023202669,1168 0110 2320 2669
JJ<(XJJX<VV'<'V0,1168011069946492,1168 0110 6994 6492
JJ<(XJJX(<P$X(0',1168011086530824,1168 0110 8653 0824
JJ<(XJJX<CXX$$J0,1168011067003312,1168 0110 6700 3312
JJ<(XJJX'$C'P(0X,1168011043745820,1168 0110 4374 5820
JJ<(XJJX<J0CP'X$,1168011061275403,1168 0110 6127 5403
JJ<(XJJJXPX<<C<(,1168011105066768,1168 0111 0506 6768
JJ<(XJJXJCV<(XPJ,1168011017968051,1168 0110 1796 8051
JJ<(XJJXC(0'<00$,1168011078246223,1168 0110 7824 6223
JJ<(XJJJJJXXX$'(,1168011111000348,1168 0111 1100 0348
JJ<(XJJJJ<'<$X(C,1168011116463087,1168 0111 1646 3087
JJ<(XJJX<'0XJC<X,1168011064201760,1168 0110 6420 1760
JJ<(XJJJX0P0JCPC,1168011102521757,1168 0111 0252 1757
JJ<(XJJJX0$X$VJC,1168011102303917,1168 0111 0230 3917
JJ<(XJJX<$0CCP'(,1168011063277548,1168 0110 6327 7548
JJ<(XJJXP(V'0<XJ,1168011058942601,1168 0110 5894 2601
JJ<(XJJXC0(CX(VP,1168011072870895,1168 0110 7287 0895
JJ<(XJJJJX0'P(JJ,1168011110245811,1168 0111 1024 5811
JJ<(XJJJJ'CC$0'(,1168011114773248,1168 0111 1477 3248
JJ<(XJJX(V$CJ'C$,1168011089371473,1168 0110 8937 1473
JJ<(XJJJJV(<PXXC,1168011119865007,1168 0111 1986 5007
JJ<(XJJJX0(X$J$X,1168011102803130,1168 0111 0280 3130
JJ<(XJJXVV''0C'',1168011099442744,1168 0110 9944 2744
JJ<(XJJJXP(XXV(',1168011105800984,1168 0111 0580 0984
JJ<(XJJJJJ'P0JC<,1168011111452176,1168 0111 1145 2176
JJ<(XJJXP(JVJJPV,1168011058191159,1168 0110 5819 1159
JJ<(XJJJJX(0V<<$,1168011110829663,1168 0111 1082 9663
JJ<(XJJJ0PP<JC0$,1168011125561723,1168 0111 2556 1723
JJ<(XJJJX($0C<0J,1168011108327621,1168 0111 0832 7621
JJ<(XJJJ0P0<X$<C,1168011125260367,1168 0111 2526 0367
JJ<(XJJJJVXJCXJ$,1168011119017013,1168 0111 1901 7013
JJ<(XJJJXPXP$$C(,1168011105053378,1168 0111 0505 3378
JJ<(XJJJJV0'$CXX,1168011119243700,1168 0111 1924 3700
JJ<(XJJX<C<0X<(P,1168011067620685,1168 0110 6762 0685
JJ<(XJJJ00$<<(C(,1168011122366878,1168 0111 2236 6878
JJ<(XJJJX(0J'$VV,1168011108214399,1168 0111 0821 4399
JJ<(XJJJJ$JP'X'',1168011113154044,1168 0111 1315 4044
JJ<(XJJXV<V($J(C,1168011096983187,1168 0110 9698 3187
JJ<(XJJJX0$0$JXP,1168011102323105,1168 0111 0232 3105
JJ<(XJJXC0J$X'0$,1168011072130423,1168 0110 7213 0423
JJ<(XJJXP(C$$(0(,1168011058733828,1168 0110 5873 3828
JJ<(XJJJJ<CV0J0J,1168011116792121,1168 0111 1679 2121
JJ<(XJJJ0PPCVXPP,1168011125579055,1168 0111 2557 9055
JJ<(XJJX<J0(V$0J,1168011061289321,1168 0110 6128 9321
JJ<(XJJXPPC$CV'C,1168011055737947,1168 0110 5573 7947
JJ<(XJJXPVPVVJ<X,1168011059599160,1168 0110 5959 9160
JJ<(XJJJJVJVP'0J,1168011119195421,1168 0111 1919 5421
JJ<(XJJX<J$C<0$P,1168011061376235,1168 0110 6137 6235
JJ<(XJJJ0(XCJPPP,1168011128071555,1168 0111 2807 1555
JJ<(XJJJJ'V'C'0X,1168011114947420,1168 0111 1494 7420
JJ<(XJJJJVJJCJ$<,1168011119117136,1168 0111 1911 7136
JJ<(XJJXP(PP'<(C,1168011058554687,1168 0110 5855 4687
JJ<(XJJJX'PXPC(0,1168011104505782,1168 0111 0450 5782
JJ<(XJJXV0V('0<0,1168011092984262,1168 0110 9298 4262
JJ<(XJJX<'$(VV0X,1168011064389920,1168 0110 6438 9920
JJ<(XJJJXP0'XVCP,1168011105240975,1168 0111 0524 0975
JJ<(XJJJJVJVX$<',1168011119190364,1168 0111 1919 0364
JJ<(XJJJJVJ'P$PX,1168011119145350,1168 0111 1914 5350
JJ<(XJJXVVV(VJ$0,1168011099989132,1168 0110 9998 9132
JJ<(XJJX<'C0<(PC,1168011064726857,1168 0110 6472 6857
JJ<(XJJJJ<P(C<'<,1168011116587646,1168 0111 1658 7646
JJ<(XJJJ'XJPCP0$,1168011140157523,1168 0111 4015 7523
JJ<(XJJXV(00'0PV,1168011098224259,1168 0110 9822 4259
JJ<(XJJJXPP'P$$0,1168011105545332,1168 0111 0554 5332
JJ<(XJJXPVX<00'$,1168011059062243,1168 0110 5906 2243
JJ<(XJJJJXJ<'$JV,1168011110164319,1168 0111 1016 4319
JJ<(XJJX<JVC(X00,1168011061978022,1168 0110 6197 8022
JJ<(XJJJX0$JX<$J,1168011102310631,1168 0111 0231 0631
JJ<(XJJXV$<0PJ<J,1168011093625161,1168 0110 9362 5161
JJ<(XJJX0XJ$VVPP,1168011020139955,1168 0110 2013 9955
JJ<(XJJJJC'C0<PC,1168011117472657,1168 0111 1747 2657
JJ<(XJJJXCVJJ'XV,1168011107911409,1168 0111 0791 1409
JJ<(XJJJJ<(''(JP,1168011116844815,1168 0111 1684 4815
JJ<(XJJJX'0$V(X',1168011104239804,1168 0111 0423 9804
JJ<(XJJX<JC<$P(X,1168011061763580,1168 0110 6176 3580
JJ<(XJJJ00<C$$C0,1168011122673372,1168 0111 2267 3372
JJ<(XJJX<'<0$(0$,1168011064623823,1168 0110 6462 3823
JJ<(XJJX(JPJ$C0<,1168011081513726,1168 0110 8151 3726
JJ<(XJJJX0<VV(PX,1168011102699850,1168 0111 0269 9850
JJ<(XJJXP0P$(V($,1168011052538983,1168 0110 5253 8983
JJ<(XJJX<CX0<J(X,1168011067026180,1168 0110 6702 6180
JJ<(XJJX<<<XX('P,1168011066600845,1168 0110 6660 0845
JJ<(XJJX<J(<JXVP,1168011061861095,1168 0110 6186 1095
JJ<(XJJXPPC0X'PP,1168011055720455,1168 0110 5572 0455
JJ<(XJJX$JX(C<C0,1168011031087672,1168 0110 3108 7672
JJ<(XJJJ00PJ'VV(,1168011122514998,1168 0111 2251 4998
JJ<(XJJJXPP('(JX,1168011105584810,1168 0111 0558 4810
JJ<(XJJXV<(P<JCC,1168011096856177,1168 0110 9685 6177
JJ<(XJJX<J'<XV$X,1168011061460930,1168 0110 6146 0930
JJ<(XJJXC'V($PX<,1168011074983506,1168 0110 7498 3506
JJ<(XJJJ0(JV($0P,1168011128198325,1168 0111 2819 8325
JJ<(XJJJJ<PX$((0,1168011116503882,1168 0111 1650 3882
JJ<(XJJJJ<0PVJXP,1168011116259105,1168 0111 1625 9105
JJ<(XJJJJXPV$PP(,1168011110593558,1168 0111 1059 3558
JJ<(XJJJJX<(C<C$,1168011110687673,1168 0111 1068 7673
JJ<(XJJJ0PP(($X',1168011125588304,1168 0111 2558 8304
JJ<(XJJXCC$'$P<C,1168011077343567,1168 0110 7734 3567
JJ<(XJJX('0JPJCX,1168011084215170,1168 0110 8421 5170
JJ<(XJJJXPXJ'$<0,1168011105014362,1168 0111 0501 4362
JJ<(XJJX(<PJ0(CJ,1168011086512871,1168 0110 8651 2871
JJ<(XJJX<P$$$P0J,1168011065333521,1168 0110 6533 3521
JJ<(XJJJX('V0PVV,1168011108492599,1168 0111 0849 2599
JJ<(XJJX<JJXCXJX,1168011061107010,1168 0110 6110 7010
JJ<(XJJJX0CJ(V'X,1168011102718940,1168 0111 0271 8940
JJ<(XJJJX'J<$C'V,1168011104163749,1168 0111 0416 3749
JJ<(XJJJ0($C'0$J,1168011128374231,1168 0111 2837 4231
JJ<(XJJXVPPX<'(',1168011095506484,1168 0110 9550 6484
JJ<(XJJX<'V0XJ0X,1168011064920120,1168 0110 6492 0120
JJ<(XJJJJ'JCP<$',1168011114175634,1168 0111 1417 5634
JJ<(XJJX<C'JC<C(,1168011067417678,1168 0110 6741 7678
JJ<(XJJJX((P(0'P,1168011108858245,1168 0111 0885 8245
JJ<(XJJX<JP'(<<(,1168011061548668,1168 0110 6154 8668
JJ<(XJJJ$JJP'(X0,1168011131154802,1168 0111 3115 4802
JJ<(XJJX<C00(VPX,1168011067228950,1168 0110 6722 8950
JJ<(XJJJJX(P($VV,1168011110858399,1168 0111 1085 8399
JJ<(XJJX<'VXCV<X,1168011064907960,1168 0110 6490 7960
JJ<(XJJJJVC<VVX0,1168011119769902,1168 0111 1976 9902
JJ<(XJJJX'(JX<(C,1168011104810687,1168 0111 0481 0687
JJ<(XJJJJXVX(JC(,1168011110908178,1168 0111 1090 8178
JJ<(XJJX<CP$JV$0,1168011067531932,1168 0110 6753 1932
JJ<(XJJJX($J(P<0,1168011108318562,1168 0111 0831 8562
JJ<(XJJJJ<$0<'JC,1168011116326417,1168 0111 1632 6417
JJ<(XJJXVPJXV000,1168011095109222,1168 0110 9510 9222
JJ<(XJJX<JJJXV0$,1168011061110923,1168 0110 6111 0923
JJ<(XJJXCCV'X0PP,1168011077940255,1168 0110 7794 0255
JJ<(XJJXV$$JC'CX,1168011093317470,1168 0110 9331 7470
JJ<(XJJXV$0$$(J(,1168011093233818,1168 0110 9323 3818
JJ<(XJJX0((X('V',1168011028808494,1168 0110 2880 8494
JJ<(XJJX<JJ<$J'<,1168011061163146,1168 0110 6116 3146
JJ<(XJJJX0'JXVJX,1168011102410910,1168 0111 0241 0910
JJ<(XJJJX0JX'XCP,1168011102104075,1168 0111 0210 4075
JJ<(XJJXP$J'XXJJ,1168011053140011,1168 0110 5314 0011
JJ<(XJJX$0J0VP(X,1168011032129580,1168 0110 3212 9580
JJ<(XJJXVX'J<C0J,1168011090416721,1168 0110 9041 6721
JJ<(XJJJJ<('PX(P,1168011116845085,1168 0111 1684 5085
JJ<(XJJXPV<0'VXJ,1168011059624901,1168 0110 5962 4901
JJ<(XJJX'<'<PJV',1168011046465194,1168 0110 4646 5194
JJ<(XJJJJ<X'<$X',1168011116046304,1168 0111 1604 6304
JJ<(XJJJX0'X'XVP,1168011102404095,1168 0111 0240 4095
JJ<(XJJX0C<<X(XP,1168011027660805,1168 0110 2766 0805
JJ<(XJJXVVJ<V$0J,1168011099169321,1168 0110 9916 9321
JJ<(XJJX<PPJ0XJC,1168011065512017,1168 0110 6551 2017
JJ<(XJJX<(PX<XJ<,1168011068506016,1168 0110 6850 6016
JJ<(XJJJ$C(VPJ<(,1168011137895168,1168 0111 3789 5168
JJ<(XJJX<JV'C'0$,1168011061947423,1168 0110 6194 7423
JJ<(XJJX'PCJJXPJ,1168011045711051,1168 0110 4571 1051
JJ<(XJJJJ<J00P(',1168011116122584,1168 0111 1612 2584
JJ<(XJJJXJ'XJV<V,1168011101401969,1168 0111 0140 1969
JJ<(XJJXVVV$<VPX,1168011099936950,1168 0110 9993 6950
JJ<(XJJJ00X$$PCC,1168011122033577,1168 0111 2203 3577
JJ<(XJJXPJP<P00C,1168011051565227,1168 0110 5156 5227
JJ<(XJJJJ'$<'J0J,1168011114364121,1168 0111 1436 4121
JJ<(XJJX(<P00<P<,1168011086522656,1168 0110 8652 2656
JJ<(XJJXV$P$J$CC,1168011093531377,1168 0110 9353 1377
JJ<(XJJJXC0C'CXV,1168011107274709,1168 0111 0727 4709
JJ<(XJJJXPXP0(J(,1168011105052818,1168 0111 0505 2818
JJ<(XJJXP(<VPVV$,1168011058695993,1168 0110 5869 5993
JJ<(XJJJ0(P(CJ((,1168011128587188,1168 0111 2858 7188
JJ<(XJJXV$$($XC<,1168011093383076,1168 0110 9338 3076
JJ<(XJJXCCJJ<0P0,1168011077116252,1168 0110 7711 6252
JJ<(XJJX(<PX<XJ',1168011086506014,1168 0110 8650 6014
JJ<(XJJXC(CPV$0',1168011078759324,1168 0110 7875 9324
JJ<(XJJX$<JJC<<',1168011036117664,1168 0110 3611 7664
JJ<(XJJJ$C(V0V<C,1168011137892967,1168 0111 3789 2967
JJ<(XJJJJV(J$VJ<,1168011119813916,1168 0111 1981 3916
JJ<(XJJJXC(<VV(C,1168011107869987,1168 0111 0786 9987
JJ<(XJJX0V$$VC((,1168011029339788,1168 0110 2933 9788
JJ<(XJJX0XJ00JJ(,1168011020122118,1168 0110 2012 2118
JJ<(XJJJ0(<$0J<<,1168011128632166,1168 0111 2863 2166
JJ<(XJJX<JCV0X'$,1168011061792043,1168 0110 6179 2043
JJ<(XJJXV$PV$JVP,1168011093593195,1168 0110 9359 3195
JJ<(XJJJJX<<(''0,1168011110668442,1168 0111 1066 8442
JJ<(XJJJX0<0'CJ(,1168011102624718,1168 0111 0262 4718
JJ<(XJJJ0(0PV<<$,1168011128259663,1168 0111 2825 9663
JJ<(XJJJ00VJ$(0(,1168011122913828,1168 0111 2291 3828
JJ<(XJJJJ$'VC(V(,1168011113497898,1168 0111 1349 7898
JJ<(XJJJ0PCCC0(C,1168011125777287,1168 0111 2577 7287
JJ<(XJJJJXXJ<X00,1168011110016022,1168 0111 1001 6022
JJ<(XJJJJ$$00'XJ,1168011113322401,1168 0111 1332 2401
JJ<(XJJJJ<'X(($P,1168011116408835,1168 0111 1640 8835
JJ<(XJJXPVXJ0'0X,1168011059012420,1168 0110 5901 2420
JJ<(XJJJXP<$<<0(,1168011105636628,1168 0111 0563 6628
JJ<(XJJX(CPPV$(',1168011087559384,1168 0110 8755 9384
JJ<(XJJX<JV<$'$(,1168011061963438,1168 0110 6196 3438
JJ<(XJJJJ<(P<<<X,1168011116856660,1168 0111 1685 6660
JJ<(XJJJJJXJVCCC,1168011111019777,1168 0111 1101 9777
JJ<(XJJJJ$XJXP0C,1168011113010527,1168 0111 1301 0527
JJ<(XJJXCJ$(XVCV,1168011071380979,1168 0110 7138 0979
JJ<(XJJJJ<XJ<CX$,1168011116016703,1168 0111 1601 6703
JJ<(XJJJXCV0PV$(,1168011107925938,1168 0111 0792 5938
JJ<(XJJXV0(00JX(,1168011092822108,1168 0110 9282 2108
JJ<(XJJXV(<$<P'',1168011098636544,1168 0110 9863 6544
JJ<(XJJJJ$V0$<J0,1168011113923612,1168 0111 1392 3612
JJ<(XJJX(<''0$(',1168011086442384,1168 0110 8644 2384
JJ<(XJJJJ$0$'$P(,1168011113234358,1168 0111 1323 4358
JJ<(XJJXPP('<0$P,1168011055846235,1168 0110 5584 6235
JJ<(XJJJX0PP$'CV,1168011102553479,1168 0111 0255 3479
JJ<(XJJX$$<''$00,1168011033644322,1168 0110 3364 4322
JJ<(XJJX<'$VJC<V,1168011064391769,1168 0110 6439 1769
JJ<(XJJJJ<JXCV<P,1168011116107965,1168 0111 1610 7965
JJ<(XJJJ00(C$PJV,1168011122873519,1168 0111 2287 3519
JJ<(XJJJJ<PJ'0X0,1168011116514202,1168 0111 1651 4202
JJ<(XJJJ$'J'VJX<,1168011134149106,1168 0111 3414 9106
JJ<(XJJJX('P0P(P,1168011108452585,1168 0111 0845 2585
JJ<(XJJX<('$PXPV,1168011068435059,1168 0110 6843 5059
JJ<(XJJJJJC<X'J0,1168011111760412,1168 0111 1176 0412
JJ<(XJJJXCVXV('J,1168011107909841,1168 0111 0790 9841
JJ<(XJJJX0VXV$0P,1168011102909325,1168 0111 0290 9325
JJ<(XJJJJ$'$<$0<,1168011113436326,1168 0111 1343 6326
JJ<(XJJX<J('XX<P,1168011061840065,1168 0110 6184 0065
JJ<(XJJXC0VPP0<<,1168011072955266,1168 0110 7295 5266
JJ<(XJJJJX'<$(CC,1168011110463877,1168 0111 1046 3877
JJ<(XJJX(CC0$0(C,1168011087723287,1168 0110 8772 3287
JJ<(XJJXVVC00$<(,1168011099722368,1168 0110 9972 2368
JJ<(XJJJ0P'0XV$(,1168011125420938,1168 0111 2542 0938
JJ<(XJJJJJC'X<CV,1168011111740679,1168 0111 1174 0679
JJ<(XJJJJ$C(X0PJ,1168011113780251,1168 0111 1378 0251
JJ<(XJJXVX(VV0P<,1168011090899256,1168 0110 9089 9256
JJ<(XJJXCJPXP<0P,1168011071505625,1168 0110 7150 5625
JJ<(XJJX<'<$(J$<,1168011064638136,1168 0110 6463 8136
JJ<(XJJJJ$'<(V<',1168011113468964,1168 0111 1346 8964
JJ<(XJJJX(V<0C0',1168011108962724,1168 0111 0896 2724
JJ<(XJJJ$'J<PP0',1168011134165524,1168 0111 3416 5524
JJ<(XJJXC0<CJ<C$,1168011072671673,1168 0110 7267 1673
JJ<(XJJXV$'''<J$,1168011093444613,1168 0110 9344 4613
JJ<(XJJJ0PPC0'V(,1168011125572498,1168 0111 2557 2498
JJ<(XJJX'V('XJ$(,1168011049840138,1168 0110 4984 0138
JJ<(XJJX$'0'C(JX,1168011034247810,1168 0110 3424 7810
JJ<(XJJJJXP$'V$$,1168011110534933,1168 0111 1053 4933
JJ<(XJJJ0PJVXVP0,1168011125190952,1168 0111 2519 0952
JJ<(XJJJX('PV<PP,1168011108459655,1168 0111 0845 9655
JJ<(XJJXPP'J<0P0,1168011055416252,1168 0110 5541 6252
JJ<(XJJJJVJPXV0J,1168011119150921,1168 0111 1915 0921
JJ<(XJJJXPVJ(C'P,1168011105918745,1168 0111 0591 8745
JJ<(XJJJ$J$PJ''X,1168011131351440,1168 0111 3135 1440
JJ<(XJJJXPV(PV$',1168011105985934,1168 0111 0598 5934
JJ<(XJJJ00X($0J(,1168011122083218,1168 0111 2208 3218
JJ<(XJJXCX<VX<PV,1168011070690659,1168 0110 7069 0659
JJ<(XJJJ00PVC'<',1168011122597464,1168 0111 2259 7464
JJ<(XJJX(JCP(X<P,1168011081758065,1168 0110 8175 8065
JJ<(XJJXP<P''<0$,1168011056544623,1168 0110 5654 4623
JJ<(XJJXVVJ$VP'(,1168011099139548,1168 0110 9913 9548
JJ<(XJJJXC'J'PP0,1168011107414552,1168 0111 0741 4552
JJ<(XJJJJ<0(<VJ(,1168011116286918,1168 0111 1628 6918
JJ<(XJJJJXP<J$$0,1168011110561332,1168 0111 1056 1332
JJ<(XJJX(C'CJJ(',1168011087471184,1168 0110 8747 1184
JJ<(XJJJXC0V(V(V,1168011107298989,1168 0111 0729 8989
JJ<(XJJXV<0PCX(C,1168011096257087,1168 0110 9625 7087
JJ<(XJJX<J'$VCCC,1168011061439777,1168 0110 6143 9777
JJ<(XJJX$'C'(<(',1168011034748684,1168 0110 3474 8684
JJ<(XJJJJJ(X<P$(,1168011111806538,1168 0111 1180 6538
JJ<(XJJX<$CP<(<$,1168011063756863,1168 0110 6375 6863
JJ<(XJJJ00$PJ$CP,1168011122351375,1168 0111 2235 1375
JJ<(XJJJJXJVPJXC,1168011110195107,1168 0111 1019 5107
JJ<(XJJJ0($CV'$(,1168011128379438,1168 0111 2837 9438
JJ<(XJJXV<(<$X$$,1168011096863033,1168 0110 9686 3033
JJ<(XJJX<0X0J<'X,1168011062021640,1168 0110 6202 1640
JJ<(XJJXP<J(J<$0,1168011056181632,1168 0110 5618 1632
JJ<(XJJXP(('<0'X,1168011058846240,1168 0110 5884 6240
JJ<(XJJJJV'(((CP,1168011119488875,1168 0111 1948 8875
JJ<(XJJXVVV0C0JP,1168011099927215,1168 0110 9992 7215
JJ<(XJJJJ<CC<<'P,1168011116776645,1168 0111 1677 6645
JJ<(XJJXVX0($$X$,1168011090283303,1168 0110 9028 3303
JJ<(XJJJJV<V<'<V,1168011119696469,1168 0111 1969 6469
JJ<(XJJX0(P00V0J,1168011028522921,1168 0110 2852 2921
JJ<(XJJX('$'<'J$,1168011084346413,1168 0110 8434 6413
JJ<(XJJXCX0<('<',1168011070268464,1168 0110 7026 8464
JJ<(XJJX<'X0PC$X,1168011064025730,1168 0110 6402 5730
JJ<(XJJJJJ$X('V$,1168011111308493,1168 0111 1130 8493
JJ<(XJJJJVC<VX'$,1168011119769043,1168 0111 1976 9043
JJ<(XJJX<JJVVJX(,1168011061199108,1168 0110 6119 9108
JJ<(XJJX<'<$C0P0,1168011064637252,1168 0110 6463 7252
JJ<(XJJXV$0(X((',1168011093280884,1168 0110 9328 0884
JJ<(XJJXVVCXCPPV,1168011099707559,1168 0110 9970 7559
JJ<(XJJJJVX0C'VJ,1168011119027491,1168 0111 1902 7491
JJ<(XJJXP'XV((CV,1168011054098879,1168 0110 5409 8879
JJ<(XJJJJ'CC$0J',1168011114773214,1168 0111 1477 3214
JJ<(XJJXVXCPVX'C,1168011090759047,1168 0110 9075 9047
JJ<(XJJX('JV''0P,1168011084194425,1168 0110 8419 4425
JJ<(XJJX<J<<(PC$,1168011061668573,1168 0110 6166 8573
JJ<(XJJJJ<PXVVV<,1168011116509996,1168 0111 1650 9996
JJ<(XJJJ00X(PJ(V,1168011122085189,1168 0111 2208 5189
JJ<(XJJX(C'<<'C$,1168011087466473,1168 0110 8746 6473
JJ<(XJJXP(VX'$(C,1168011058904387,1168 0110 5890 4387
JJ<(XJJXCJPPC('X,1168011071557840,1168 0110 7155 7840
JJ<(XJJJJ'0VJXV0,1168011114291092,1168 0111 1429 1092
JJ<(XJJXPX(X(X0',1168011050808024,1168 0110 5080 8024
JJ<(XJJX<'0V<X($,1168011064296083,1168 0110 6429 6083
JJ<(XJJXV$P$PVP<,1168011093535956,1168 0110 9353 5956
JJ<(XJJJJV'VP(V<,1168011119495896,1168 0111 1949 5896
JJ<(XJJXPJ0J<<C0,1168011051216672,1168 0110 5121 6672
JJ<(XJJXVXVX$X$$,1168011090903033,1168 0110 9090 3033
JJ<(XJJJXJJP('V',1168011101158494,1168 0111 0115 8494
JJ<(XJJJ$CJ0$J0',1168011137123124,1168 0111 3712 3124
